==> Preparing data..
==> Building model..
PredNetBpD(
  (PcConvs): ModuleList(
    (0): PcConvBp(
      (FFconv): Conv2d(3, 64, kernel_size=(3, 3), stride=(1, 1), padding=(1, 1), bias=False)
      (relu): ReLU(inplace=True)
      (bypass): Conv2d(3, 64, kernel_size=(1, 1), stride=(1, 1), bias=False)
    )
    (1): PcConvBp(
      (FFconv): Conv2d(64, 64, kernel_size=(3, 3), stride=(1, 1), padding=(1, 1), bias=False)
      (relu): ReLU(inplace=True)
      (bypass): Conv2d(64, 64, kernel_size=(1, 1), stride=(1, 1), bias=False)
    )
    (2): PcConvBp(
      (FFconv): Conv2d(64, 128, kernel_size=(3, 3), stride=(1, 1), padding=(1, 1), bias=False)
      (relu): ReLU(inplace=True)
      (bypass): Conv2d(64, 128, kernel_size=(1, 1), stride=(1, 1), bias=False)
    )
    (3): PcConvBp(
      (FFconv): Conv2d(128, 128, kernel_size=(3, 3), stride=(1, 1), padding=(1, 1), bias=False)
      (relu): ReLU(inplace=True)
      (bypass): Conv2d(128, 128, kernel_size=(1, 1), stride=(1, 1), bias=False)
    )
    (4): PcConvBp(
      (FFconv): Conv2d(128, 256, kernel_size=(3, 3), stride=(1, 1), padding=(1, 1), bias=False)
      (relu): ReLU(inplace=True)
      (bypass): Conv2d(128, 256, kernel_size=(1, 1), stride=(1, 1), bias=False)
    )
    (5): PcConvBp(
      (FFconv): Conv2d(256, 256, kernel_size=(3, 3), stride=(1, 1), padding=(1, 1), bias=False)
      (relu): ReLU(inplace=True)
      (bypass): Conv2d(256, 256, kernel_size=(1, 1), stride=(1, 1), bias=False)
    )
    (6): PcConvBp(
      (FFconv): Conv2d(256, 512, kernel_size=(3, 3), stride=(1, 1), padding=(1, 1), bias=False)
      (relu): ReLU(inplace=True)
      (bypass): Conv2d(256, 512, kernel_size=(1, 1), stride=(1, 1), bias=False)
    )
    (7): PcConvBp(
      (FFconv): Conv2d(512, 512, kernel_size=(3, 3), stride=(1, 1), padding=(1, 1), bias=False)
      (relu): ReLU(inplace=True)
      (bypass): Conv2d(512, 512, kernel_size=(1, 1), stride=(1, 1), bias=False)
    )
  )
  (BNs): ModuleList(
    (0): BatchNorm2d(3, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
    (1): BatchNorm2d(64, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
    (2): BatchNorm2d(64, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
    (3): BatchNorm2d(128, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
    (4): BatchNorm2d(128, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
    (5): BatchNorm2d(256, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
    (6): BatchNorm2d(256, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
    (7): BatchNorm2d(512, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
  )
  (linear): Linear(in_features=512, out_features=64, bias=True)
  (maxpool2d): MaxPool2d(kernel_size=2, stride=2, padding=0, dilation=1, ceil_mode=False)
  (relu): ReLU(inplace=True)
  (BNend): BatchNorm2d(512, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
  (linear2): Linear(in_features=64, out_features=100, bias=True)
  (BN1d): BatchNorm1d(64, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
)

Epoch: 0
0 391 Loss: 4.686 | Acc: 0.000% (0/128)
20 391 Loss: 4.539 | Acc: 3.051% (82/2688)
40 391 Loss: 4.468 | Acc: 4.002% (210/5248)
60 391 Loss: 4.415 | Acc: 4.880% (381/7808)
80 391 Loss: 4.375 | Acc: 5.507% (571/10368)
100 391 Loss: 4.333 | Acc: 6.134% (793/12928)
120 391 Loss: 4.299 | Acc: 6.708% (1039/15488)
140 391 Loss: 4.262 | Acc: 7.109% (1283/18048)
160 391 Loss: 4.228 | Acc: 7.483% (1542/20608)
180 391 Loss: 4.196 | Acc: 7.959% (1844/23168)
200 391 Loss: 4.168 | Acc: 8.240% (2120/25728)
220 391 Loss: 4.140 | Acc: 8.555% (2420/28288)
240 391 Loss: 4.110 | Acc: 8.983% (2771/30848)
260 391 Loss: 4.085 | Acc: 9.387% (3136/33408)
280 391 Loss: 4.059 | Acc: 9.692% (3486/35968)
300 391 Loss: 4.032 | Acc: 10.050% (3872/38528)
320 391 Loss: 4.007 | Acc: 10.402% (4274/41088)
340 391 Loss: 3.982 | Acc: 10.724% (4681/43648)
360 391 Loss: 3.956 | Acc: 11.098% (5128/46208)
380 391 Loss: 3.931 | Acc: 11.479% (5598/48768)
0 1000 Loss: 4.026 | Acc: 10.000% (1/10)
20 1000 Loss: 3.483 | Acc: 18.571% (39/210)
40 1000 Loss: 3.499 | Acc: 17.561% (72/410)
60 1000 Loss: 3.533 | Acc: 16.230% (99/610)
80 1000 Loss: 3.515 | Acc: 16.296% (132/810)
100 1000 Loss: 3.514 | Acc: 16.238% (164/1010)
120 1000 Loss: 3.522 | Acc: 16.033% (194/1210)
140 1000 Loss: 3.520 | Acc: 16.312% (230/1410)
160 1000 Loss: 3.525 | Acc: 16.273% (262/1610)
180 1000 Loss: 3.524 | Acc: 16.188% (293/1810)
200 1000 Loss: 3.500 | Acc: 16.667% (335/2010)
220 1000 Loss: 3.511 | Acc: 16.652% (368/2210)
240 1000 Loss: 3.507 | Acc: 16.556% (399/2410)
260 1000 Loss: 3.499 | Acc: 16.743% (437/2610)
280 1000 Loss: 3.507 | Acc: 16.548% (465/2810)
300 1000 Loss: 3.503 | Acc: 16.478% (496/3010)
320 1000 Loss: 3.495 | Acc: 16.573% (532/3210)
340 1000 Loss: 3.500 | Acc: 16.393% (559/3410)
360 1000 Loss: 3.497 | Acc: 16.482% (595/3610)
380 1000 Loss: 3.500 | Acc: 16.404% (625/3810)
400 1000 Loss: 3.497 | Acc: 16.559% (664/4010)
420 1000 Loss: 3.498 | Acc: 16.580% (698/4210)
440 1000 Loss: 3.501 | Acc: 16.395% (723/4410)
460 1000 Loss: 3.505 | Acc: 16.377% (755/4610)
480 1000 Loss: 3.503 | Acc: 16.466% (792/4810)
500 1000 Loss: 3.504 | Acc: 16.467% (825/5010)
520 1000 Loss: 3.501 | Acc: 16.583% (864/5210)
540 1000 Loss: 3.498 | Acc: 16.673% (902/5410)
560 1000 Loss: 3.499 | Acc: 16.702% (937/5610)
580 1000 Loss: 3.498 | Acc: 16.713% (971/5810)
600 1000 Loss: 3.499 | Acc: 16.705% (1004/6010)
620 1000 Loss: 3.500 | Acc: 16.683% (1036/6210)
640 1000 Loss: 3.495 | Acc: 16.771% (1075/6410)
660 1000 Loss: 3.499 | Acc: 16.762% (1108/6610)
680 1000 Loss: 3.498 | Acc: 16.814% (1145/6810)
700 1000 Loss: 3.497 | Acc: 16.961% (1189/7010)
720 1000 Loss: 3.496 | Acc: 16.976% (1224/7210)
740 1000 Loss: 3.499 | Acc: 16.910% (1253/7410)
760 1000 Loss: 3.495 | Acc: 16.965% (1291/7610)
780 1000 Loss: 3.500 | Acc: 16.876% (1318/7810)
800 1000 Loss: 3.502 | Acc: 16.829% (1348/8010)
820 1000 Loss: 3.505 | Acc: 16.748% (1375/8210)
840 1000 Loss: 3.505 | Acc: 16.754% (1409/8410)
860 1000 Loss: 3.501 | Acc: 16.876% (1453/8610)
880 1000 Loss: 3.500 | Acc: 16.765% (1477/8810)
900 1000 Loss: 3.498 | Acc: 16.903% (1523/9010)
920 1000 Loss: 3.497 | Acc: 16.916% (1558/9210)
940 1000 Loss: 3.496 | Acc: 16.971% (1597/9410)
960 1000 Loss: 3.494 | Acc: 17.066% (1640/9610)
980 1000 Loss: 3.494 | Acc: 17.054% (1673/9810)
Saving..

Epoch: 1
0 391 Loss: 3.312 | Acc: 17.188% (22/128)
20 391 Loss: 3.467 | Acc: 18.155% (488/2688)
40 391 Loss: 3.439 | Acc: 18.579% (975/5248)
60 391 Loss: 3.416 | Acc: 18.993% (1483/7808)
80 391 Loss: 3.394 | Acc: 19.560% (2028/10368)
100 391 Loss: 3.375 | Acc: 19.701% (2547/12928)
120 391 Loss: 3.352 | Acc: 20.080% (3110/15488)
140 391 Loss: 3.335 | Acc: 20.329% (3669/18048)
160 391 Loss: 3.317 | Acc: 20.701% (4266/20608)
180 391 Loss: 3.298 | Acc: 21.081% (4884/23168)
200 391 Loss: 3.274 | Acc: 21.541% (5542/25728)
220 391 Loss: 3.257 | Acc: 21.914% (6199/28288)
240 391 Loss: 3.239 | Acc: 22.144% (6831/30848)
260 391 Loss: 3.219 | Acc: 22.438% (7496/33408)
280 391 Loss: 3.204 | Acc: 22.673% (8155/35968)
300 391 Loss: 3.188 | Acc: 22.918% (8830/38528)
320 391 Loss: 3.170 | Acc: 23.245% (9551/41088)
340 391 Loss: 3.152 | Acc: 23.541% (10275/43648)
360 391 Loss: 3.136 | Acc: 23.812% (11003/46208)
380 391 Loss: 3.119 | Acc: 24.114% (11760/48768)
0 1000 Loss: 3.423 | Acc: 20.000% (2/10)
20 1000 Loss: 2.836 | Acc: 30.476% (64/210)
40 1000 Loss: 2.821 | Acc: 28.537% (117/410)
60 1000 Loss: 2.908 | Acc: 26.557% (162/610)
80 1000 Loss: 2.879 | Acc: 26.790% (217/810)
100 1000 Loss: 2.863 | Acc: 27.327% (276/1010)
120 1000 Loss: 2.883 | Acc: 26.694% (323/1210)
140 1000 Loss: 2.861 | Acc: 27.376% (386/1410)
160 1000 Loss: 2.871 | Acc: 27.019% (435/1610)
180 1000 Loss: 2.859 | Acc: 27.348% (495/1810)
200 1000 Loss: 2.854 | Acc: 27.562% (554/2010)
220 1000 Loss: 2.856 | Acc: 27.783% (614/2210)
240 1000 Loss: 2.852 | Acc: 28.091% (677/2410)
260 1000 Loss: 2.844 | Acc: 28.391% (741/2610)
280 1000 Loss: 2.852 | Acc: 28.221% (793/2810)
300 1000 Loss: 2.852 | Acc: 28.239% (850/3010)
320 1000 Loss: 2.843 | Acc: 28.318% (909/3210)
340 1000 Loss: 2.849 | Acc: 28.270% (964/3410)
360 1000 Loss: 2.843 | Acc: 28.587% (1032/3610)
380 1000 Loss: 2.844 | Acc: 28.399% (1082/3810)
400 1000 Loss: 2.839 | Acc: 28.204% (1131/4010)
420 1000 Loss: 2.835 | Acc: 28.409% (1196/4210)
440 1000 Loss: 2.834 | Acc: 28.435% (1254/4410)
460 1000 Loss: 2.833 | Acc: 28.460% (1312/4610)
480 1000 Loss: 2.836 | Acc: 28.545% (1373/4810)
500 1000 Loss: 2.838 | Acc: 28.443% (1425/5010)
520 1000 Loss: 2.832 | Acc: 28.772% (1499/5210)
540 1000 Loss: 2.832 | Acc: 28.651% (1550/5410)
560 1000 Loss: 2.833 | Acc: 28.627% (1606/5610)
580 1000 Loss: 2.828 | Acc: 28.795% (1673/5810)
600 1000 Loss: 2.827 | Acc: 28.735% (1727/6010)
620 1000 Loss: 2.829 | Acc: 28.583% (1775/6210)
640 1000 Loss: 2.824 | Acc: 28.612% (1834/6410)
660 1000 Loss: 2.828 | Acc: 28.442% (1880/6610)
680 1000 Loss: 2.826 | Acc: 28.517% (1942/6810)
700 1000 Loss: 2.824 | Acc: 28.545% (2001/7010)
720 1000 Loss: 2.822 | Acc: 28.585% (2061/7210)
740 1000 Loss: 2.825 | Acc: 28.489% (2111/7410)
760 1000 Loss: 2.823 | Acc: 28.463% (2166/7610)
780 1000 Loss: 2.830 | Acc: 28.374% (2216/7810)
800 1000 Loss: 2.836 | Acc: 28.240% (2262/8010)
820 1000 Loss: 2.836 | Acc: 28.149% (2311/8210)
840 1000 Loss: 2.837 | Acc: 28.038% (2358/8410)
860 1000 Loss: 2.830 | Acc: 28.130% (2422/8610)
880 1000 Loss: 2.830 | Acc: 28.070% (2473/8810)
900 1000 Loss: 2.828 | Acc: 28.202% (2541/9010)
920 1000 Loss: 2.829 | Acc: 28.122% (2590/9210)
940 1000 Loss: 2.829 | Acc: 28.045% (2639/9410)
960 1000 Loss: 2.828 | Acc: 28.033% (2694/9610)
980 1000 Loss: 2.827 | Acc: 28.022% (2749/9810)
Saving..

Epoch: 2
0 391 Loss: 2.778 | Acc: 35.938% (46/128)
20 391 Loss: 2.761 | Acc: 30.506% (820/2688)
40 391 Loss: 2.756 | Acc: 30.697% (1611/5248)
60 391 Loss: 2.753 | Acc: 30.968% (2418/7808)
80 391 Loss: 2.739 | Acc: 31.346% (3250/10368)
100 391 Loss: 2.708 | Acc: 32.000% (4137/12928)
120 391 Loss: 2.698 | Acc: 31.934% (4946/15488)
140 391 Loss: 2.689 | Acc: 32.103% (5794/18048)
160 391 Loss: 2.681 | Acc: 32.220% (6640/20608)
180 391 Loss: 2.669 | Acc: 32.433% (7514/23168)
200 391 Loss: 2.664 | Acc: 32.435% (8345/25728)
220 391 Loss: 2.659 | Acc: 32.470% (9185/28288)
240 391 Loss: 2.651 | Acc: 32.592% (10054/30848)
260 391 Loss: 2.640 | Acc: 32.756% (10943/33408)
280 391 Loss: 2.629 | Acc: 33.054% (11889/35968)
300 391 Loss: 2.620 | Acc: 33.165% (12778/38528)
320 391 Loss: 2.606 | Acc: 33.489% (13760/41088)
340 391 Loss: 2.595 | Acc: 33.722% (14719/43648)
360 391 Loss: 2.584 | Acc: 33.871% (15651/46208)
380 391 Loss: 2.572 | Acc: 34.176% (16667/48768)
0 1000 Loss: 4.090 | Acc: 10.000% (1/10)
20 1000 Loss: 2.393 | Acc: 42.381% (89/210)
40 1000 Loss: 2.420 | Acc: 40.000% (164/410)
60 1000 Loss: 2.509 | Acc: 36.885% (225/610)
80 1000 Loss: 2.465 | Acc: 38.025% (308/810)
100 1000 Loss: 2.456 | Acc: 38.317% (387/1010)
120 1000 Loss: 2.460 | Acc: 37.273% (451/1210)
140 1000 Loss: 2.450 | Acc: 38.085% (537/1410)
160 1000 Loss: 2.469 | Acc: 37.826% (609/1610)
180 1000 Loss: 2.471 | Acc: 37.403% (677/1810)
200 1000 Loss: 2.452 | Acc: 38.408% (772/2010)
220 1000 Loss: 2.447 | Acc: 38.281% (846/2210)
240 1000 Loss: 2.445 | Acc: 38.050% (917/2410)
260 1000 Loss: 2.423 | Acc: 38.506% (1005/2610)
