==> Preparing data..
==> Building model..
PredNetBpD(
  (PcConvs): ModuleList(
    (0): PcConvBp(
      (FFconv): Conv2d(3, 64, kernel_size=(3, 3), stride=(1, 1), padding=(1, 1), bias=False)
      (relu): ReLU(inplace=True)
      (bypass): Conv2d(3, 64, kernel_size=(1, 1), stride=(1, 1), bias=False)
    )
    (1): PcConvBp(
      (FFconv): Conv2d(64, 64, kernel_size=(3, 3), stride=(1, 1), padding=(1, 1), bias=False)
      (relu): ReLU(inplace=True)
      (bypass): Conv2d(64, 64, kernel_size=(1, 1), stride=(1, 1), bias=False)
    )
    (2): PcConvBp(
      (FFconv): Conv2d(64, 128, kernel_size=(3, 3), stride=(1, 1), padding=(1, 1), bias=False)
      (relu): ReLU(inplace=True)
      (bypass): Conv2d(64, 128, kernel_size=(1, 1), stride=(1, 1), bias=False)
    )
    (3): PcConvBp(
      (FFconv): Conv2d(128, 128, kernel_size=(3, 3), stride=(1, 1), padding=(1, 1), bias=False)
      (relu): ReLU(inplace=True)
      (bypass): Conv2d(128, 128, kernel_size=(1, 1), stride=(1, 1), bias=False)
    )
    (4): PcConvBp(
      (FFconv): Conv2d(128, 256, kernel_size=(3, 3), stride=(1, 1), padding=(1, 1), bias=False)
      (relu): ReLU(inplace=True)
      (bypass): Conv2d(128, 256, kernel_size=(1, 1), stride=(1, 1), bias=False)
    )
    (5): PcConvBp(
      (FFconv): Conv2d(256, 256, kernel_size=(3, 3), stride=(1, 1), padding=(1, 1), bias=False)
      (relu): ReLU(inplace=True)
      (bypass): Conv2d(256, 256, kernel_size=(1, 1), stride=(1, 1), bias=False)
    )
    (6): PcConvBp(
      (FFconv): Conv2d(256, 512, kernel_size=(3, 3), stride=(1, 1), padding=(1, 1), bias=False)
      (relu): ReLU(inplace=True)
      (bypass): Conv2d(256, 512, kernel_size=(1, 1), stride=(1, 1), bias=False)
    )
    (7): PcConvBp(
      (FFconv): Conv2d(512, 512, kernel_size=(3, 3), stride=(1, 1), padding=(1, 1), bias=False)
      (relu): ReLU(inplace=True)
      (bypass): Conv2d(512, 512, kernel_size=(1, 1), stride=(1, 1), bias=False)
    )
  )
  (BNs): ModuleList(
    (0): BatchNorm2d(3, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
    (1): BatchNorm2d(64, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
    (2): BatchNorm2d(64, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
    (3): BatchNorm2d(128, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
    (4): BatchNorm2d(128, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
    (5): BatchNorm2d(256, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
    (6): BatchNorm2d(256, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
    (7): BatchNorm2d(512, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
  )
  (FFconv): Conv2d(512, 64, kernel_size=(3, 3), stride=(1, 1), padding=(1, 1), bias=False)
  (linear): Linear(in_features=64, out_features=100, bias=True)
  (maxpool2d): MaxPool2d(kernel_size=2, stride=2, padding=0, dilation=1, ceil_mode=False)
  (relu): ReLU(inplace=True)
  (BNend): BatchNorm2d(64, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
  (bypass): Conv2d(512, 64, kernel_size=(1, 1), stride=(1, 1), bias=False)
)

Epoch: 0
0 391 Loss: 4.628 | Acc: 0.000% (0/128)
20 391 Loss: 4.427 | Acc: 4.315% (116/2688)
40 391 Loss: 4.338 | Acc: 5.697% (299/5248)
60 391 Loss: 4.271 | Acc: 6.775% (529/7808)
80 391 Loss: 4.223 | Acc: 7.330% (760/10368)
100 391 Loss: 4.181 | Acc: 7.604% (983/12928)
120 391 Loss: 4.138 | Acc: 8.206% (1271/15488)
140 391 Loss: 4.108 | Acc: 8.549% (1543/18048)
160 391 Loss: 4.074 | Acc: 9.006% (1856/20608)
180 391 Loss: 4.043 | Acc: 9.401% (2178/23168)
200 391 Loss: 4.011 | Acc: 9.954% (2561/25728)
220 391 Loss: 3.981 | Acc: 10.298% (2913/28288)
240 391 Loss: 3.955 | Acc: 10.707% (3303/30848)
260 391 Loss: 3.926 | Acc: 11.132% (3719/33408)
280 391 Loss: 3.899 | Acc: 11.496% (4135/35968)
300 391 Loss: 3.874 | Acc: 11.874% (4575/38528)
320 391 Loss: 3.848 | Acc: 12.259% (5037/41088)
340 391 Loss: 3.825 | Acc: 12.640% (5517/43648)
360 391 Loss: 3.801 | Acc: 13.045% (6028/46208)
380 391 Loss: 3.780 | Acc: 13.312% (6492/48768)
0 1000 Loss: 3.710 | Acc: 10.000% (1/10)
20 1000 Loss: 3.280 | Acc: 20.000% (42/210)
40 1000 Loss: 3.328 | Acc: 21.220% (87/410)
60 1000 Loss: 3.345 | Acc: 20.820% (127/610)
80 1000 Loss: 3.341 | Acc: 20.741% (168/810)
100 1000 Loss: 3.341 | Acc: 20.594% (208/1010)
120 1000 Loss: 3.346 | Acc: 20.000% (242/1210)
140 1000 Loss: 3.334 | Acc: 19.929% (281/1410)
160 1000 Loss: 3.352 | Acc: 19.441% (313/1610)
180 1000 Loss: 3.349 | Acc: 19.171% (347/1810)
200 1000 Loss: 3.337 | Acc: 19.552% (393/2010)
220 1000 Loss: 3.345 | Acc: 19.412% (429/2210)
240 1000 Loss: 3.343 | Acc: 19.378% (467/2410)
260 1000 Loss: 3.340 | Acc: 19.349% (505/2610)
280 1000 Loss: 3.344 | Acc: 19.359% (544/2810)
300 1000 Loss: 3.338 | Acc: 19.336% (582/3010)
320 1000 Loss: 3.324 | Acc: 19.533% (627/3210)
340 1000 Loss: 3.328 | Acc: 19.413% (662/3410)
360 1000 Loss: 3.321 | Acc: 19.584% (707/3610)
380 1000 Loss: 3.324 | Acc: 19.265% (734/3810)
400 1000 Loss: 3.322 | Acc: 19.177% (769/4010)
420 1000 Loss: 3.322 | Acc: 19.311% (813/4210)
440 1000 Loss: 3.320 | Acc: 19.365% (854/4410)
460 1000 Loss: 3.319 | Acc: 19.328% (891/4610)
480 1000 Loss: 3.320 | Acc: 19.314% (929/4810)
500 1000 Loss: 3.321 | Acc: 19.321% (968/5010)
520 1000 Loss: 3.322 | Acc: 19.367% (1009/5210)
540 1000 Loss: 3.317 | Acc: 19.409% (1050/5410)
560 1000 Loss: 3.317 | Acc: 19.394% (1088/5610)
580 1000 Loss: 3.316 | Acc: 19.449% (1130/5810)
600 1000 Loss: 3.317 | Acc: 19.468% (1170/6010)
620 1000 Loss: 3.319 | Acc: 19.501% (1211/6210)
640 1000 Loss: 3.311 | Acc: 19.610% (1257/6410)
660 1000 Loss: 3.317 | Acc: 19.682% (1301/6610)
680 1000 Loss: 3.317 | Acc: 19.692% (1341/6810)
700 1000 Loss: 3.316 | Acc: 19.658% (1378/7010)
720 1000 Loss: 3.315 | Acc: 19.639% (1416/7210)
740 1000 Loss: 3.317 | Acc: 19.636% (1455/7410)
760 1000 Loss: 3.315 | Acc: 19.763% (1504/7610)
780 1000 Loss: 3.319 | Acc: 19.706% (1539/7810)
800 1000 Loss: 3.321 | Acc: 19.675% (1576/8010)
820 1000 Loss: 3.324 | Acc: 19.647% (1613/8210)
840 1000 Loss: 3.324 | Acc: 19.608% (1649/8410)
860 1000 Loss: 3.321 | Acc: 19.593% (1687/8610)
880 1000 Loss: 3.320 | Acc: 19.591% (1726/8810)
900 1000 Loss: 3.317 | Acc: 19.667% (1772/9010)
920 1000 Loss: 3.317 | Acc: 19.598% (1805/9210)
940 1000 Loss: 3.317 | Acc: 19.681% (1852/9410)
960 1000 Loss: 3.314 | Acc: 19.802% (1903/9610)
980 1000 Loss: 3.314 | Acc: 19.847% (1947/9810)
Saving..

Epoch: 1
0 391 Loss: 3.313 | Acc: 19.531% (25/128)
20 391 Loss: 3.263 | Acc: 20.610% (554/2688)
40 391 Loss: 3.257 | Acc: 20.960% (1100/5248)
60 391 Loss: 3.255 | Acc: 21.068% (1645/7808)
80 391 Loss: 3.241 | Acc: 21.296% (2208/10368)
100 391 Loss: 3.221 | Acc: 21.643% (2798/12928)
120 391 Loss: 3.201 | Acc: 22.146% (3430/15488)
140 391 Loss: 3.188 | Acc: 22.207% (4008/18048)
160 391 Loss: 3.171 | Acc: 22.593% (4656/20608)
180 391 Loss: 3.157 | Acc: 22.717% (5263/23168)
200 391 Loss: 3.140 | Acc: 23.092% (5941/25728)
220 391 Loss: 3.127 | Acc: 23.413% (6623/28288)
240 391 Loss: 3.111 | Acc: 23.762% (7330/30848)
260 391 Loss: 3.096 | Acc: 24.075% (8043/33408)
280 391 Loss: 3.082 | Acc: 24.283% (8734/35968)
300 391 Loss: 3.073 | Acc: 24.390% (9397/38528)
320 391 Loss: 3.066 | Acc: 24.521% (10075/41088)
340 391 Loss: 3.053 | Acc: 24.688% (10776/43648)
360 391 Loss: 3.037 | Acc: 25.030% (11566/46208)
380 391 Loss: 3.022 | Acc: 25.330% (12353/48768)
0 1000 Loss: 3.517 | Acc: 30.000% (3/10)
20 1000 Loss: 2.760 | Acc: 32.381% (68/210)
40 1000 Loss: 2.796 | Acc: 31.707% (130/410)
60 1000 Loss: 2.846 | Acc: 28.852% (176/610)
80 1000 Loss: 2.852 | Acc: 27.654% (224/810)
100 1000 Loss: 2.854 | Acc: 28.218% (285/1010)
120 1000 Loss: 2.853 | Acc: 27.603% (334/1210)
140 1000 Loss: 2.833 | Acc: 27.872% (393/1410)
160 1000 Loss: 2.844 | Acc: 27.453% (442/1610)
180 1000 Loss: 2.841 | Acc: 27.459% (497/1810)
200 1000 Loss: 2.830 | Acc: 28.159% (566/2010)
220 1000 Loss: 2.820 | Acc: 27.828% (615/2210)
240 1000 Loss: 2.818 | Acc: 27.801% (670/2410)
260 1000 Loss: 2.809 | Acc: 27.854% (727/2610)
280 1000 Loss: 2.816 | Acc: 27.758% (780/2810)
300 1000 Loss: 2.814 | Acc: 27.774% (836/3010)
320 1000 Loss: 2.801 | Acc: 28.131% (903/3210)
340 1000 Loss: 2.805 | Acc: 27.977% (954/3410)
360 1000 Loss: 2.800 | Acc: 28.172% (1017/3610)
380 1000 Loss: 2.802 | Acc: 28.215% (1075/3810)
400 1000 Loss: 2.801 | Acc: 28.254% (1133/4010)
420 1000 Loss: 2.801 | Acc: 28.266% (1190/4210)
440 1000 Loss: 2.804 | Acc: 28.231% (1245/4410)
460 1000 Loss: 2.804 | Acc: 28.200% (1300/4610)
480 1000 Loss: 2.803 | Acc: 28.420% (1367/4810)
500 1000 Loss: 2.805 | Acc: 28.343% (1420/5010)
520 1000 Loss: 2.804 | Acc: 28.388% (1479/5210)
540 1000 Loss: 2.803 | Acc: 28.355% (1534/5410)
560 1000 Loss: 2.807 | Acc: 28.182% (1581/5610)
580 1000 Loss: 2.802 | Acc: 28.434% (1652/5810)
600 1000 Loss: 2.800 | Acc: 28.403% (1707/6010)
620 1000 Loss: 2.802 | Acc: 28.374% (1762/6210)
640 1000 Loss: 2.799 | Acc: 28.253% (1811/6410)
660 1000 Loss: 2.805 | Acc: 28.109% (1858/6610)
680 1000 Loss: 2.803 | Acc: 28.135% (1916/6810)
700 1000 Loss: 2.798 | Acc: 28.217% (1978/7010)
720 1000 Loss: 2.797 | Acc: 28.155% (2030/7210)
740 1000 Loss: 2.799 | Acc: 28.151% (2086/7410)
760 1000 Loss: 2.799 | Acc: 28.121% (2140/7610)
780 1000 Loss: 2.807 | Acc: 28.041% (2190/7810)
800 1000 Loss: 2.812 | Acc: 27.965% (2240/8010)
820 1000 Loss: 2.812 | Acc: 28.027% (2301/8210)
840 1000 Loss: 2.814 | Acc: 27.990% (2354/8410)
860 1000 Loss: 2.809 | Acc: 28.084% (2418/8610)
880 1000 Loss: 2.808 | Acc: 28.104% (2476/8810)
900 1000 Loss: 2.809 | Acc: 28.124% (2534/9010)
920 1000 Loss: 2.809 | Acc: 28.089% (2587/9210)
940 1000 Loss: 2.807 | Acc: 28.183% (2652/9410)
960 1000 Loss: 2.804 | Acc: 28.231% (2713/9610)
980 1000 Loss: 2.803 | Acc: 28.308% (2777/9810)
Saving..

Epoch: 2
0 391 Loss: 3.110 | Acc: 22.656% (29/128)
20 391 Loss: 2.758 | Acc: 31.101% (836/2688)
40 391 Loss: 2.726 | Acc: 31.307% (1643/5248)
60 391 Loss: 2.707 | Acc: 31.826% (2485/7808)
80 391 Loss: 2.697 | Acc: 31.829% (3300/10368)
100 391 Loss: 2.675 | Acc: 32.441% (4194/12928)
120 391 Loss: 2.668 | Acc: 32.658% (5058/15488)
140 391 Loss: 2.654 | Acc: 32.763% (5913/18048)
160 391 Loss: 2.639 | Acc: 33.050% (6811/20608)
180 391 Loss: 2.637 | Acc: 32.890% (7620/23168)
200 391 Loss: 2.633 | Acc: 32.914% (8468/25728)
220 391 Loss: 2.625 | Acc: 33.056% (9351/28288)
240 391 Loss: 2.616 | Acc: 33.150% (10226/30848)
260 391 Loss: 2.609 | Acc: 33.232% (11102/33408)
280 391 Loss: 2.603 | Acc: 33.363% (12000/35968)
